Date;Recip_County;Recip_State;Series_Complete_Pop_Pct;;; 
11/09/2021;Lipscomb County;TX;32;;;
11/09/2021;Bethel Census Area;AK;58,4;;;
11/09/2021;Miller County;AR;27,6;;;
11/09/2021;Delta County;CO;43,4;;;
11/09/2021;Sanpete County;UT;34,8;;;
11/09/2021;Cherokee County;AL;29;;;
11/09/2021;Berrien County;MI;51,5;;;
11/09/2021;Gentry County;MO;40;;;
11/09/2021;Allegany County;MD;50,1;;;
11/09/2021;Decatur County;KS;37,2;;;
11/09/2021;Starke County;IN;33,9;;;
11/09/2021;Salt Lake County;UT;59,8;;;
11/09/2021;Red Lake County;MN;51,7;;;
11/09/2021;Madison County;VA;50,7;;;
11/09/2021;Falls County;TX;40,1;;;
11/09/2021;Socorro County;NM;61,4;;;
11/09/2021;Polk County;GA;15,8;;;
11/09/2021;Cumberland County;NC;57,2;;;
11/09/2021;Scott County;MN;61,8;;;
11/09/2021;Dawson County;MT;35,1;;;
11/09/2021;Clark County;WI;34;;;
11/09/2021;Iosco County;MI;52,6;;;
11/09/2021;Terrell County;TX;50;;;
11/09/2021;Cleburne County;AL;28,5;;;
11/09/2021;Webster County;WV;31;;;
11/09/2021;Greene County;GA;40,8;;;
11/09/2021;Windham County;CT;58,2;;;
11/09/2021;Sargent County;ND;54,6;;;
11/09/2021;Brown County;IN;46,8;;;
11/09/2021;Morehouse Parish;LA;40,7;;;
11/09/2021;Portage County;WI;56,2;;;
11/09/2021;Greene County;AL;45,3;;;
11/09/2021;Orange County;VT;46,9;;;
11/09/2021;Cherry County;NE;31,2;;;
11/09/2021;Watauga County;NC;49,4;;;
11/09/2021;Day County;SD;58,3;;;
11/09/2021;Richland County;SC;55;;;
11/09/2021;Marion County;OH;43,6;;;
11/09/2021;Saguache County;CO;32,4;;;
11/09/2021;Unknown County;KY;0;;;
11/09/2021;Douglas County;NV;47,7;;;
11/09/2021;Taylor County;FL;35,8;;;
11/09/2021;Bayamon Municipio;PR;79,8;;;
11/09/2021;McPherson County;SD;12,9;;;
11/09/2021;Snohomish County;WA;62,4;;;
11/09/2021;Hardeman County;TX;43,1;;;
11/09/2021;Coweta County;GA;28,6;;;
11/09/2021;Unknown County;LA;0;;;
11/09/2021;Washington County;NE;50,5;;;
11/09/2021;Clark County;OH;46,9;;;
11/09/2021;Garfield County;UT;50,3;;;
11/09/2021;Okeechobee County;FL;42,7;;;
11/09/2021;Lincoln County;GA;20,5;;;
11/09/2021;Harrison County;IN;47;;;
11/09/2021;Pontotoc County;MS;38,1;;;
11/09/2021;Mercer County;MO;32,1;;;
11/09/2021;Appomattox County;VA;32;;;
11/09/2021;Schenectady County;NY;65,2;;;
11/09/2021;Nottoway County;VA;41,7;;;
11/09/2021;Grundy County;IA;57,5;;;
11/09/2021;Owen County;KY;34;;;
11/09/2021;Greenville County;SC;49,3;;;
11/09/2021;Franklin County;MO;50,2;;;
11/09/2021;Chicot County;AR;50,5;;;
11/09/2021;Navajo County;AZ;62,9;;;
11/09/2021;Davis County;UT;57;;;
11/09/2021;Oldham County;TX;31,9;;;
11/09/2021;Morgan County;IN;49,8;;;
11/09/2021;Aguada Municipio;PR;65,8;;;
11/09/2021;Fulton County;KY;52,2;;;
11/09/2021;Sullivan County;TN;51,1;;;
11/09/2021;Pennington County;MN;48,4;;;
11/09/2021;Thomas County;NE;23;;;
11/09/2021;Tioga County;NY;54,9;;;
11/09/2021;Franklin County;ID;36,5;;;
11/09/2021;Hamilton County;IL;33,6;;;
11/09/2021;Seminole County;GA;18,4;;;
11/09/2021;Murray County;MN;49,9;;;
11/09/2021;Brooks County;GA;31,7;;;
11/09/2021;Jefferson County;IN;51,5;;;
11/09/2021;Fillmore County;NE;48,5;;;
11/09/2021;Callahan County;TX;33,9;;;
11/09/2021;Jeff Davis County;GA;12;;;
11/09/2021;Washington County;PA;59,6;;;
11/09/2021;Monroe County;FL;70,7;;;
11/09/2021;Wadena County;MN;45,1;;;
11/09/2021;Putnam County;FL;36,8;;;
11/09/2021;Stone County;MO;35,3;;;
11/09/2021;Franklin County;AL;39,6;;;
11/09/2021;Gloucester County;VA;54,8;;;
11/09/2021;Burleson County;TX;44,6;;;
11/09/2021;King County;TX;20,6;;;
11/09/2021;Kendall County;TX;56,1;;;
11/09/2021;Winston County;MS;44;;;
11/09/2021;Dallas County;IA;58,8;;;
11/09/2021;Chautauqua County;NY;53,3;;;
11/09/2021;Emery County;UT;39,9;;;
11/09/2021;Dickinson County;IA;53,9;;;
11/09/2021;Bryan County;GA;34;;;
11/09/2021;Madison County;NE;41,5;;;
11/09/2021;Missoula County;MT;59;;;
11/09/2021;Ector County;TX;38,6;;;
11/09/2021;Chariton County;MO;34,9;;;
11/09/2021;Frontier County;NE;24,7;;;
11/09/2021;Tippah County;MS;38,3;;;
11/09/2021;Jackson County;TX;40,4;;;
11/09/2021;Fluvanna County;VA;57,3;;;
11/09/2021;Newton County;AR;30,5;;;
11/09/2021;Douglas County;CO;65,3;;;
11/09/2021;Tyler County;TX;32,8;;;
11/09/2021;Skagit County;WA;60,6;;;
11/09/2021;Dickens County;TX;30,9;;;
11/09/2021;Lewis County;KY;34,3;;;
11/09/2021;Crawford County;KS;43,2;;;
11/09/2021;Kit Carson County;CO;35;;;
11/09/2021;Carter County;MT;28,3;;;
11/09/2021;Polk County;OR;58,1;;;
11/09/2021;Staunton city;VA;46,3;;;
11/09/2021;District of Columbia;DC;60,2;;;
11/09/2021;Columbia County;WA;43,6;;;
11/09/2021;Kitsap County;WA;59,2;;;
11/09/2021;Franklin County;KY;54,8;;;
11/09/2021;Lucas County;IA;42,3;;;
11/09/2021;Marshall County;KS;57,9;;;
11/09/2021;Richland County;OH;39,7;;;
11/09/2021;Hocking County;OH;43,7;;;
11/09/2021;Greene County;OH;59;;;
11/09/2021;Kent County;MI;56,1;;;
11/09/2021;Tuolumne County;CA;53,9;;;
11/09/2021;Pueblo County;CO;50,4;;;
11/09/2021;Essex County;VA;44,6;;;
11/09/2021;Delaware County;NY;52,7;;;
11/09/2021;McNairy County;TN;43,4;;;
11/09/2021;Randolph County;NC;39,5;;;
11/09/2021;Gage County;NE;39,1;;;
11/09/2021;Lafayette County;FL;36,4;;;
11/09/2021;Kittitas County;WA;49,5;;;
11/09/2021;Davis County;IA;33,7;;;
11/09/2021;Saline County;AR;44,4;;;
11/09/2021;Sedgwick County;KS;45,8;;;
11/09/2021;Campbell County;KY;56,1;;;
11/09/2021;Dallas County;MO;32,6;;;
11/09/2021;Lincoln County;KY;37;;;
11/09/2021;Upson County;GA;37,2;;;
11/09/2021;Washita County;OK;35,7;;;
11/09/2021;Person County;NC;51;;;
11/09/2021;Renville County;ND;33,2;;;
11/09/2021;Milwaukee County;WI;56,7;;;
11/09/2021;Montgomery County;TX;48,4;;;
11/09/2021;Benson County;ND;46,6;;;
11/09/2021;Sanders County;MT;35,6;;;
11/09/2021;Baca County;CO;36,9;;;
11/09/2021;Converse County;WY;29,8;;;
11/09/2021;Westmoreland County;PA;54,7;;;
11/09/2021;Surry County;NC;46,7;;;
11/09/2021;Jefferson Davis County;MS;40,2;;;
11/09/2021;Fulton County;NY;49,2;;;
11/09/2021;Rockcastle County;KY;35,5;;;
11/09/2021;Watonwan County;MN;52,3;;;
11/09/2021;Williams County;ND;26,7;;;
11/09/2021;McPherson County;NE;13;;;
11/09/2021;Adair County;MO;41,4;;;
11/09/2021;Luquillo Municipio;PR;63,2;;;
11/09/2021;Broome County;NY;58,2;;;
11/09/2021;Crittenden County;KY;37,6;;;
11/09/2021;Kane County;IL;59,5;;;
11/09/2021;Maverick County;TX;71,9;;;
11/09/2021;Florida Municipio;PR;77,3;;;
11/09/2021;Trinity County;TX;36,1;;;
11/09/2021;Vermilion County;IL;41,8;;;
11/09/2021;Kalkaska County;MI;43,9;;;
11/09/2021;Millard County;UT;38,7;;;
11/09/2021;Wayne County;PA;58,7;;;
11/09/2021;Chester County;SC;41,3;;;
11/09/2021;Silver Bow County;MT;56,8;;;
11/09/2021;Lamar County;AL;39,5;;;
11/09/2021;Evangeline Parish;LA;34,6;;;
11/09/2021;Sunflower County;MS;48,1;;;
11/09/2021;Chatham County;GA;44,8;;;
11/09/2021;Aleutians West Census Area;AK;56,5;;;
11/09/2021;Ouray County;CO;59,5;;;
11/09/2021;Newport News city;VA;48,7;;;
11/09/2021;Oxford County;ME;60,9;;;
11/09/2021;Spink County;SD;47,6;;;
11/09/2021;Lawrence County;SD;50,3;;;
11/09/2021;San Patricio County;TX;50;;;
11/09/2021;Bates County;MO;35,7;;;
11/09/2021;Polk County;IA;60,2;;;
11/09/2021;Conecuh County;AL;38,2;;;
11/09/2021;Eaton County;MI;52,5;;;
11/09/2021;Noxubee County;MS;50,7;;;
11/09/2021;Lincoln County;OK;35,9;;;
11/09/2021;Adams County;WI;51,8;;;
11/09/2021;Logan County;WV;30,3;;;
11/09/2021;Craven County;NC;54,6;;;
11/09/2021;Mineral County;CO;74,1;;;
11/09/2021;Albemarle County;VA;59,8;;;
11/09/2021;Humphreys County;TN;36,9;;;
11/09/2021;Monroe County;MO;40,5;;;
11/09/2021;Waller County;TX;37,2;;;
11/09/2021;Lajas Municipio;PR;70,5;;;
11/09/2021;Cass County;IA;53,8;;;
11/09/2021;Benton County;MS;46,2;;;
11/09/2021;Cape May County;NJ;67;;;
11/09/2021;Citrus County;FL;52,4;;;
11/09/2021;Decatur County;IN;44,4;;;
11/09/2021;Val Verde County;TX;58,2;;;
11/09/2021;Windsor County;VT;45,4;;;
11/09/2021;Fannin County;GA;21,5;;;
11/09/2021;Custer County;ID;41,6;;;
11/09/2021;Utah County;UT;47,1;;;
11/09/2021;St. Johns County;FL;63,5;;;
11/09/2021;Kossuth County;IA;48,3;;;
11/09/2021;Union County;FL;33,1;;;
11/09/2021;Gray County;KS;40,2;;;
11/09/2021;Newton County;IN;29,2;;;
11/09/2021;Bonner County;ID;37,4;;;
11/09/2021;Caroline County;VA;38;;;
11/09/2021;Johnston County;OK;37,4;;;
11/09/2021;Coconino County;AZ;69,1;;;
11/09/2021;Terrebonne Parish;LA;40,7;;;
11/09/2021;Clark County;KS;43;;;
11/09/2021;Knox County;TX;36,3;;;
11/09/2021;Jasper County;SC;33,7;;;
11/09/2021;Victoria County;TX;44,5;;;
11/09/2021;Seminole County;FL;56,1;;;
11/09/2021;Cecil County;MD;51,9;;;
11/09/2021;Fairfield County;CT;72,9;;;
11/09/2021;Tehama County;CA;36,7;;;
11/09/2021;Suwannee County;FL;34,5;;;
11/09/2021;Rock County;MN;49,4;;;
11/09/2021;Mercer County;PA;51,6;;;
11/09/2021;Garland County;AR;41,4;;;
11/09/2021;Cumberland County;TN;43,3;;;
11/09/2021;Northampton County;NC;43,5;;;
11/09/2021;Haskell County;KS;34,9;;;
11/09/2021;Essex County;MA;65,6;;;
11/09/2021;Prairie County;AR;39,2;;;
11/09/2021;Montrose County;CO;43;;;
11/09/2021;McLennan County;TX;46,1;;;
11/09/2021;Noble County;OK;56,2;;;
11/09/2021;Union County;NC;48,8;;;
11/09/2021;Unknown County;OK;0;;;
11/09/2021;Macon County;TN;28,5;;;
11/09/2021;Hale County;AL;54,9;;;
11/09/2021;Knox County;MO;37,1;;;
11/09/2021;Swain County;NC;49,6;;;
11/09/2021;Stearns County;MN;52,3;;;
11/09/2021;Naguabo Municipio;PR;57,4;;;
11/09/2021;Clay County;TN;26,7;;;
11/09/2021;Chippewa County;MN;48,2;;;
11/09/2021;Oneida County;WI;60,9;;;
11/09/2021;Unknown County;CA;0;;;
11/09/2021;Bourbon County;KS;33,8;;;
11/09/2021;Dolores County;CO;37,8;;;
11/09/2021;Ouachita County;AR;49,2;;;
11/09/2021;Elbert County;GA;20,1;;;
11/09/2021;Bannock County;ID;42,5;;;
11/09/2021;Clay County;IN;51,8;;;
11/09/2021;Windham County;VT;60,3;;;
11/09/2021;Monroe County;AR;50,3;;;
11/09/2021;Crawford County;PA;46,3;;;
11/09/2021;Maunabo Municipio;PR;67,3;;;
11/09/2021;Unknown County;NC;0;;;
11/09/2021;Hart County;GA;27,5;;;
11/09/2021;Brazoria County;TX;52;;;
11/09/2021;Benton County;IA;52,9;;;
11/09/2021;Rush County;KS;46,5;;;
11/09/2021;Shelby County;OH;32,7;;;
11/09/2021;Dakota County;NE;57,2;;;
11/09/2021;Chase County;KS;41,3;;;
11/09/2021;Van Buren County;AR;39,2;;;
11/09/2021;Grant County;IN;38,8;;;
11/09/2021;Clay County;AR;42;;;
11/09/2021;Tattnall County;GA;14,7;;;
11/09/2021;Fayette County;TN;49,7;;;
11/09/2021;Talladega County;AL;33,2;;;
11/09/2021;West Baton Rouge Parish;LA;49;;;
11/09/2021;Jasper County;MS;45;;;
11/09/2021;Cheatham County;TN;45,2;;;
11/09/2021;Golden Valley County;ND;27,3;;;
11/09/2021;Eastland County;TX;32,8;;;
11/09/2021;Campbell County;SD;61,6;;;
11/09/2021;Lake County;CA;53,4;;;
11/09/2021;Medina County;TX;49,9;;;
11/09/2021;Covington city;VA;33,7;;;
11/09/2021;Martin County;IN;45,5;;;
11/09/2021;Burke County;GA;42,3;;;
11/09/2021;Scott County;IA;54,1;;;
11/09/2021;Estill County;KY;46,1;;;
11/09/2021;Sheridan County;MT;44,9;;;
11/09/2021;Clayton County;GA;21,7;;;
11/09/2021;Meagher County;MT;46,9;;;
11/09/2021;Judith Basin County;MT;35,7;;;
11/09/2021;Calcasieu Parish;LA;38,3;;;
11/09/2021;Lake County;CO;54,2;;;
11/09/2021;Brunswick County;NC;56,3;;;
11/09/2021;Seward County;NE;45,8;;;
11/09/2021;Seneca County;NY;49,2;;;
11/09/2021;Berkshire County;MA;51,2;;;
11/09/2021;Columbia County;AR;43,4;;;
11/09/2021;Lee County;SC;37,4;;;
11/09/2021;St. Louis County;MN;60,5;;;
11/09/2021;Polk County;TX;42,8;;;
11/09/2021;Horry County;SC;51,8;;;
11/09/2021;Hancock County;IA;45,8;;;
11/09/2021;St. Clair County;IL;42,5;;;
11/09/2021;Athens County;OH;46,6;;;
11/09/2021;Moody County;SD;42,9;;;
11/09/2021;Taylor County;WV;4,5;;;
11/09/2021;White County;IL;44,9;;;
11/09/2021;Juneau County;WI;47,8;;;
11/09/2021;Hot Spring County;AR;39,2;;;
11/09/2021;Morgan County;KY;44,6;;;
11/09/2021;Quay County;NM;43,8;;;
11/09/2021;Pennington County;SD;50,9;;;
11/09/2021;Denver County;CO;67,6;;;
11/09/2021;Niobrara County;WY;28,3;;;
11/09/2021;Albany County;WY;48,2;;;
11/09/2021;Anderson County;TX;35,8;;;
11/09/2021;Stevens County;MN;52;;;
11/09/2021;Linn County;MO;42,4;;;
11/09/2021;Coles County;IL;41,8;;;
11/09/2021;Habersham County;GA;19,9;;;
11/09/2021;Kandiyohi County;MN;48,2;;;
11/09/2021;Madison County;OH;46;;;
11/09/2021;Logan County;ND;31,2;;;
11/09/2021;Crittenden County;AR;38,6;;;
11/09/2021;Durham County;NC;62,4;;;
11/09/2021;Allegany County;NY;39,1;;;
11/09/2021;Williamson County;TN;59,1;;;
11/09/2021;Tompkins County;NY;71,7;;;
11/09/2021;Nueces County;TX;51,3;;;
11/09/2021;Prince Edward County;VA;30,5;;;
11/09/2021;Tallahatchie County;MS;37,5;;;
11/09/2021;Letcher County;KY;49;;;
11/09/2021;Baylor County;TX;38,5;;;
11/09/2021;Garfield County;MT;18,1;;;
11/09/2021;Scurry County;TX;42,7;;;
11/09/2021;Charles County;MD;59,6;;;
11/09/2021;Kershaw County;SC;52;;;
11/09/2021;Grand Traverse County;MI;62,9;;;
11/09/2021;Franklin County;NE;35,7;;;
11/09/2021;Pearl River County;MS;41,8;;;
11/09/2021;Fayette County;PA;54,2;;;
11/09/2021;Napa County;CA;68,5;;;
11/09/2021;Kewaunee County;WI;47,7;;;
11/09/2021;Hunt County;TX;38,2;;;
11/09/2021;Fayette County;AL;31,4;;;
11/09/2021;Fulton County;GA;30,3;;;
11/09/2021;Bradford County;FL;38,7;;;
11/09/2021;Carbon County;UT;42,3;;;
11/09/2021;Lake of the Woods County;MN;51,6;;;
11/09/2021;Tooele County;UT;49,7;;;
11/09/2021;Jackson County;IN;48,6;;;
11/09/2021;Dade County;MO;40,7;;;
11/09/2021;Union County;SD;46,1;;;
11/09/2021;Trimble County;KY;39,3;;;
11/09/2021;Hardin County;IL;36,5;;;
11/09/2021;Macoupin County;IL;50,7;;;
11/09/2021;Scott County;IN;40,9;;;
11/09/2021;Ward County;TX;33,6;;;
11/09/2021;Tucker County;WV;30,8;;;
11/09/2021;Castro County;TX;37,6;;;
11/09/2021;Clarion County;PA;41,7;;;
11/09/2021;Grant County;WA;50,7;;;
11/09/2021;Sandusky County;OH;48,2;;;
11/09/2021;Carroll County;MD;66,3;;;
11/09/2021;Cameron Parish;LA;16,7;;;
11/09/2021;Pima County;AZ;60,2;;;
11/09/2021;Strafford County;NH;56,5;;;
11/09/2021;Pike County;MS;45;;;
11/09/2021;Jay County;IN;35,4;;;
11/09/2021;Yalobusha County;MS;60,2;;;
11/09/2021;Calhoun County;MI;47,3;;;
11/09/2021;Wasco County;OR;60;;;
11/09/2021;Coffey County;KS;48,5;;;
11/09/2021;Yankton County;SD;57,9;;;
11/09/2021;Harrison County;MS;48,5;;;
11/09/2021;Hamilton County;TN;51,2;;;
11/09/2021;Schoharie County;NY;52,1;;;
11/09/2021;Alexander County;IL;26,9;;;
11/09/2021;Gates County;NC;45,9;;;
11/09/2021;Wabasha County;MN;66,5;;;
11/09/2021;Perry County;KY;56,8;;;
11/09/2021;Unknown County;NM;0;;;
11/09/2021;Duchesne County;UT;37,9;;;
11/09/2021;Alameda County;CA;71,7;;;
11/09/2021;Morgan County;IL;50,4;;;
11/09/2021;Franklin County;VA;40,6;;;
11/09/2021;Webster County;KY;42,3;;;
11/09/2021;Charlton County;GA;12,7;;;
11/09/2021;Sevier County;UT;37,8;;;
11/09/2021;Lafayette County;MO;41,8;;;
11/09/2021;Gurabo Municipio;PR;60,2;;;
11/09/2021;Trego County;KS;37,1;;;
11/09/2021;Wyandot County;OH;43,3;;;
11/09/2021;Towner County;ND;43,1;;;
11/09/2021;Campbell County;TN;39,3;;;
11/09/2021;Gallatin County;KY;37,1;;;
11/09/2021;Daviess County;MO;29,5;;;
11/09/2021;Rockwall County;TX;52,2;;;
11/09/2021;Candler County;GA;20,1;;;
11/09/2021;Multnomah County;OR;71,7;;;
11/09/2021;Lafayette Parish;LA;45,7;;;
11/09/2021;Luzerne County;PA;58,3;;;
11/09/2021;Somerset County;ME;56;;;
11/09/2021;Mitchell County;KS;49,6;;;
11/09/2021;Wirt County;WV;6,4;;;
11/09/2021;King George County;VA;43,5;;;
11/09/2021;Clearwater County;ID;37,8;;;
11/09/2021;Audrain County;MO;33,9;;;
11/09/2021;Wilson County;TN;47,3;;;
11/09/2021;Licking County;OH;49,7;;;
11/09/2021;Broomfield County;CO;72,3;;;
11/09/2021;Gila County;AZ;52,6;;;
11/09/2021;Potter County;PA;31,1;;;
11/09/2021;Chippewa County;WI;51,9;;;
11/09/2021;Blaine County;ID;68,7;;;
11/09/2021;Gilchrist County;FL;33,3;;;
11/09/2021;Guanica Municipio;PR;63,5;;;
11/09/2021;Dade County;GA;21,6;;;
11/09/2021;Desha County;AR;52,8;;;
11/09/2021;West Carroll Parish;LA;37,7;;;
11/09/2021;Union County;NJ;62,1;;;
11/09/2021;Talbot County;MD;67,2;;;
11/09/2021;Siskiyou County;CA;48,6;;;
11/09/2021;New Madrid County;MO;30,6;;;
11/09/2021;Rogers County;OK;41,9;;;
11/09/2021;Prowers County;CO;38,4;;;
11/09/2021;Osceola County;FL;64,7;;;
11/09/2021;Cross County;AR;47,4;;;
11/09/2021;Yuba County;CA;45,1;;;
11/09/2021;Nuckolls County;NE;46,2;;;
11/09/2021;DeKalb County;TN;37,1;;;
11/09/2021;Jasper County;GA;16,8;;;
11/09/2021;Adams County;ND;45,2;;;
11/09/2021;Wichita County;KS;45,9;;;
11/09/2021;Miami County;IN;38,5;;;
11/09/2021;Adams County;WA;52,2;;;
11/09/2021;Oglethorpe County;GA;27,2;;;
11/09/2021;Accomack County;VA;65,1;;;
11/09/2021;Unknown County;WI;0;;;
11/09/2021;Gove County;KS;44,6;;;
11/09/2021;Fountain County;IN;42,8;;;
11/09/2021;Norton city;VA;31;;;
11/09/2021;Edmunds County;SD;41,4;;;
11/09/2021;Steele County;ND;42,5;;;
11/09/2021;Washington Parish;LA;37,8;;;
11/09/2021;De Baca County;NM;45,8;;;
11/09/2021;Osceola County;IA;41,9;;;
11/09/2021;Unknown County;VT;0;;;
11/09/2021;Bremer County;IA;54,9;;;
11/09/2021;Camden County;MO;41,5;;;
11/09/2021;Norfolk County;MA;69,9;;;
11/09/2021;Robertson County;TN;46,6;;;
11/09/2021;Honolulu County;HI;0,1;;;
11/09/2021;Pend Oreille County;WA;36,8;;;
11/09/2021;Caldwell County;MO;35,7;;;
11/09/2021;Clay County;NC;48,9;;;
11/09/2021;Lawrence County;MO;34,8;;;
11/09/2021;Schoolcraft County;MI;52,6;;;
11/09/2021;Cabell County;WV;22;;;
11/09/2021;Nicholas County;KY;48;;;
11/09/2021;Jefferson County;NY;63,4;;;
11/09/2021;Lander County;NV;35,2;;;
11/09/2021;Platte County;NE;41,8;;;
11/09/2021;Ripley County;IN;43,9;;;
11/09/2021;Willacy County;TX;57,1;;;
11/09/2021;Antrim County;MI;54,5;;;
11/09/2021;Boyd County;NE;31,9;;;
11/09/2021;Barnwell County;SC;50,1;;;
11/09/2021;Montgomery County;NC;38,4;;;
11/09/2021;McHenry County;ND;37,1;;;
11/09/2021;Piute County;UT;35,2;;;
11/09/2021;Stephenson County;IL;55;;;
11/09/2021;Kennebec County;ME;64,1;;;
11/09/2021;Franklin County;IL;41,3;;;
11/09/2021;Douglas County;WI;39,1;;;
11/09/2021;Washington County;MN;61,7;;;
11/09/2021;Henderson County;NC;52;;;
11/09/2021;Lee County;AR;30,1;;;
11/09/2021;Pike County;GA;15,5;;;
11/09/2021;Piscataquis County;ME;57,3;;;
11/09/2021;Newton County;TX;23,2;;;
11/09/2021;Taliaferro County;GA;22,1;;;
11/09/2021;Fentress County;TN;30,6;;;
11/09/2021;Hampton County;SC;58,2;;;
11/09/2021;Columbia County;WI;60,7;;;
11/09/2021;Sublette County;WY;30,1;;;
11/09/2021;Hardy County;WV;24,4;;;
11/09/2021;Malheur County;OR;42,3;;;
11/09/2021;Yuma County;CO;39,1;;;
11/09/2021;Stone County;AR;33,7;;;
11/09/2021;Stewart County;TN;38,2;;;
11/09/2021;Brown County;WI;58,1;;;
11/09/2021;Lincoln County;KS;40,8;;;
11/09/2021;Vega Baja Municipio;PR;74,1;;;
11/09/2021;Lucas County;OH;51,9;;;
11/09/2021;Huerfano County;CO;49,7;;;
11/09/2021;Lowndes County;GA;27,2;;;
11/09/2021;Franklin County;PA;46,2;;;
11/09/2021;Morgan County;AL;39,3;;;
11/09/2021;Cherokee County;NC;50,5;;;
11/09/2021;Linn County;OR;51,5;;;
11/09/2021;Phillips County;KS;40,5;;;
11/09/2021;Solano County;CA;58,4;;;
11/09/2021;Casey County;KY;32,4;;;
11/09/2021;Meigs County;OH;39,8;;;
11/09/2021;Bacon County;GA;13,4;;;
11/09/2021;Ashtabula County;OH;47;;;
11/09/2021;Crow Wing County;MN;51,7;;;
11/09/2021;Floyd County;KY;53;;;
11/09/2021;Keokuk County;IA;43,2;;;
11/09/2021;Beadle County;SD;43,7;;;
11/09/2021;Ripley County;MO;26,4;;;
11/09/2021;Donley County;TX;30,9;;;
11/09/2021;Otero County;CO;43,4;;;
11/09/2021;Knox County;TN;54,1;;;
11/09/2021;Erath County;TX;34,1;;;
11/09/2021;Dawson County;NE;42,6;;;
11/09/2021;Bradford County;PA;38,9;;;
11/09/2021;Shelby County;IA;55;;;
11/09/2021;Dutchess County;NY;62,9;;;
11/09/2021;Walker County;GA;24,2;;;
11/09/2021;Mifflin County;PA;49,5;;;
11/09/2021;Kusilvak Census Area;AK;58,6;;;
11/09/2021;Quitman County;MS;47,3;;;
11/09/2021;Kent County;TX;36,6;;;
11/09/2021;Hopewell city;VA;29,5;;;
11/09/2021;Cleveland County;AR;47,9;;;
11/09/2021;Cape Girardeau County;MO;44,7;;;
11/09/2021;Warren County;GA;18,3;;;
11/09/2021;Winnebago County;IA;48,2;;;
11/09/2021;Richland County;MT;36;;;
11/09/2021;Pitkin County;CO;73,6;;;
11/09/2021;Delta County;MI;58;;;
11/09/2021;Pettis County;MO;38,8;;;
11/09/2021;Weakley County;TN;34,3;;;
11/09/2021;Nowata County;OK;37,6;;;
11/09/2021;Big Stone County;MN;58,7;;;
11/09/2021;Franklin County;NC;45,6;;;
11/09/2021;Dakota County;MN;61,6;;;
11/09/2021;Hockley County;TX;38,4;;;
11/09/2021;Walsh County;ND;50,5;;;
11/09/2021;Addison County;VT;63,3;;;
11/09/2021;Grimes County;TX;46,6;;;
11/09/2021;Santa Cruz County;AZ;91,6;;;
11/09/2021;Thurston County;NE;59,2;;;
11/09/2021;Bartholomew County;IN;54,2;;;
11/09/2021;Oneida County;ID;36,6;;;
11/09/2021;Beaverhead County;MT;50;;;
11/09/2021;Kanabec County;MN;38,1;;;
11/09/2021;Morgan County;GA;23,8;;;
11/09/2021;Wright County;MN;48,5;;;
11/09/2021;Bossier Parish;LA;44;;;
11/09/2021;Roberts County;TX;29,9;;;
11/09/2021;Marion County;MO;38,4;;;
11/09/2021;Covington County;AL;34,7;;;
11/09/2021;Kern County;CA;45,3;;;
11/09/2021;Eddy County;ND;48,4;;;
11/09/2021;Randolph County;AL;30,6;;;
11/09/2021;Jerome County;ID;36,3;;;
11/09/2021;Sacramento County;CA;58,9;;;
11/09/2021;Conejos County;CO;43,6;;;
11/09/2021;Gilliam County;OR;40,3;;;
11/09/2021;Porter County;IN;52,4;;;
11/09/2021;Washburn County;WI;58,8;;;
11/09/2021;Simpson County;MS;40,6;;;
11/09/2021;Lowndes County;AL;43,1;;;
11/09/2021;Washington County;KS;47,7;;;
11/09/2021;Grundy County;TN;27,1;;;
11/09/2021;Clarke County;GA;24;;;
11/09/2021;Salem city;VA;46,7;;;
11/09/2021;Otsego County;MI;51,6;;;
11/09/2021;Jefferson County;NE;50,3;;;
11/09/2021;Lincoln County;NM;54;;;
11/09/2021;Tripp County;SD;40,9;;;
11/09/2021;Throckmorton County;TX;38,9;;;
11/09/2021;Hall County;NE;42,5;;;
11/09/2021;Arapahoe County;CO;60;;;
11/09/2021;Leelanau County;MI;77,9;;;
11/09/2021;Utuado Municipio;PR;66,6;;;
11/09/2021;Unknown County;SD;0;;;
11/09/2021;Lake County;SD;44,4;;;
11/09/2021;Tuscaloosa County;AL;39,2;;;
11/09/2021;Las Animas County;CO;56,1;;;
11/09/2021;Cumberland County;IL;35,9;;;
11/09/2021;Isle of Wight County;VA;45,8;;;
11/09/2021;Walker County;AL;42,8;;;
11/09/2021;Phillips County;CO;46,3;;;
11/09/2021;Hancock County;KY;54,3;;;
11/09/2021;Carter County;MO;30,3;;;
11/09/2021;McDowell County;NC;47,6;;;
11/09/2021;Danville city;VA;33,4;;;
11/09/2021;Shawano County;WI;48,4;;;
11/09/2021;Rockbridge County;VA;44,5;;;
11/09/2021;Las Marias Municipio;PR;78,8;;;
11/09/2021;Tazewell County;VA;38,8;;;
11/09/2021;Buchanan County;IA;49,6;;;
11/09/2021;Pierce County;ND;42,2;;;
11/09/2021;Brewster County;TX;51,1;;;
11/09/2021;Bon Homme County;SD;52,3;;;
11/09/2021;Somerset County;PA;44,9;;;
11/09/2021;Bastrop County;TX;50,4;;;
11/09/2021;LaMoure County;ND;44,7;;;
11/09/2021;Crosby County;TX;40,8;;;
